rank_date,country_full,rank,total_points
2020-03-01,United States,14,1898.0
2020-03-01,Uruguay,19,1811.7
2020-03-01,Japan,17,1816.5
2020-03-01,Switzerland,15,1814.4
2020-03-01,Norway,23,1818.2
2020-03-01,Iran,19,1843.9
2020-03-01,Turkey,25,1811.4
2020-03-01,Ecuador,24,1865.8
2020-03-01,Sweden,26,1822.2
2020-03-01,South Korea,22,1791.9
2020-03-01,Nigeria,24,1813.5
2020-03-01,Australia,23,1718.5
2020-03-01,Ivory Coast,32,1848.6
2020-03-01,Algeria,24,1759.0
2020-03-01,Egypt,30,1765.3
2020-03-01,Canada,26,1706.2
2020-03-01,Tunisia,27,1773.7
2020-03-01,Paraguay,35,1763.0
2020-03-01,Peru,29,1716.7
2020-03-01,Ghana,31,1699.3
2020-03-01,Saudi Arabia,38,1716.1
2020-03-01,Cabo Verde,36,1714.7
2020-03-01,Slovakia,41,1716.7
2020-03-01,Scotland,41,1701.6
2020-03-01,Jordan,43,1672.4
2020-03-01,Czechia,41,1653.9
2020-03-01,South Africa,45,1656.1
2020-03-01,Venezuela,38,1700.8
2020-03-01,Chile,46,1656.3
2020-03-01,Bolivia,44,1652.9
2020-03-01,Indonesia,43,1672.3
2020-03-01,New Zealand,49,1627.9
2020-03-01,Costa Rica,44,1676.8
2020-03-01,Curaçao,50,1599.1
2020-03-01,Honduras,45,1635.6
2020-03-01,DR Congo,47,1601.9
2020-03-01,Kenya,53,1614.8
2020-03-01,Panama,47,1617.2
2020-03-01,Bosnia and Herzegovina,54,1658.2
2020-03-01,Qatar,51,1551.9
2020-03-01,Haiti,54,1634.7
2020-03-01,Cuba,58,1562.5
2020-03-01,Iraq,53,1515.8
2020-03-01,Trinidad and Tobago,51,1582.5
2020-03-01,Uzbekistan,61,1503.4
2020-04-01,France,1,1974.6
2020-04-01,Spain,1,1977.6
2020-04-01,Argentina,4,1943.9
2020-04-01,England,7,2014.5
2020-04-01,Portugal,8,1985.2
2020-04-01,Brazil,3,1965.8
2020-04-01,Netherlands,3,1999.2
2020-04-01,Morocco,12,1916.7
2020-04-01,Belgium,12,1885.4
2020-04-01,Germany,14,1928.0
2020-04-01,Croatia,7,1931.7
2020-04-01,Austria,9,1866.6
2020-04-01,Colombia,17,1909.0
2020-04-01,Senegal,10,1901.4
2020-04-01,Mexico,13,1889.2
2020-04-01,United States,18,1874.9
2020-04-01,Uruguay,20,1858.9
2020-04-01,Japan,20,1814.4
2020-04-01,Switzerland,23,1836.3
2020-04-01,Norway,19,1813.1
2020-04-01,Iran,21,1819.8
2020-04-01,Turkey,18,1856.5
2020-04-01,Ecuador,21,1746.1
2020-04-01,Sweden,26,1798.9
2020-04-01,South Korea,22,1802.3
2020-04-01,Nigeria,26,1787.2
2020-04-01,Australia,26,1809.4
2020-04-01,Ivory Coast,28,1792.0
2020-04-01,Algeria,28,1758.6
2020-04-01,Egypt,25,1727.9
2020-04-01,Canada,31,1767.4
2020-04-01,Tunisia,33,1732.9
2020-04-01,Paraguay,36,1700.9
2020-04-01,Peru,31,1729.7
2020-04-01,Ghana,33,1664.7
2020-04-01,Saudi Arabia,32,1668.2
2020-04-01,Cabo Verde,36,1731.9
2020-04-01,Slovakia,37,1647.5
2020-04-01,Scotland,38,1710.0
2020-04-01,Jordan,40,1739.3
2020-04-01,Czechia,38,1670.0
2020-04-01,South Africa,38,1692.6
2020-04-01,Venezuela,44,1616.5
2020-04-01,Chile,44,1646.7
2020-04-01,Bolivia,47,1676.6
2020-04-01,Indonesia,47,1614.9
2020-04-01,New Zealand,44,1624.0
2020-04-01,Costa Rica,48,1634.3
2020-04-01,Curaçao,44,1676.3
2020-04-01,Honduras,51,1666.9
2020-04-01,DR Congo,50,1626.2
2020-04-01,Kenya,47,1568.8
2020-04-01,Panama,53,1639.1
2020-04-01,Bosnia and Herzegovina,47,1535.7
2020-04-01,Qatar,51,1593.1
2020-04-01,Haiti,49,1617.8
2020-04-01,Cuba,50,1574.6
2020-04-01,Iraq,55,1576.3
2020-04-01,Trinidad and Tobago,55,1528.1
2020-04-01,Uzbekistan,60,1488.9
2020-05-01,France,5,1992.4
2020-05-01,Spain,1,2070.8
2020-05-01,Argentina,2,1952.8
2020-05-01,England,5,1949.1
2020-05-01,Portugal,6,1958.2
2020-05-01,Brazil,8,1981.3
2020-05-01,Netherlands,10,1935.9
2020-05-01,Morocco,10,1927.1
2020-05-01,Belgium,11,1934.8
2020-05-01,Germany,10,1933.0
2020-05-01,Croatia,14,1909.6
2020-05-01,Austria,16,1922.4
2020-05-01,Colombia,12,1940.0
2020-05-01,Senegal,14,1867.9
2020-05-01,Mexico,15,1870.7
2020-05-01,United States,19,1841.7
2020-05-01,Uruguay,13,1858.7
2020-05-01,Japan,18,1905.9
2020-05-01,Switzerland,17,1854.2
2020-05-01,Norway,17,1830.4
2020-05-01,Iran,18,1793.8
2020-05-01,Turkey,26,1788.7
2020-05-01,Ecuador,27,1829.1
2020-05-01,Sweden,24,1778.6
2020-05-01,South Korea,24,1800.1
2020-05-01,Nigeria,23,1838.5
2020-05-01,Australia,28,1801.3
2020-05-01,Ivory Coast,29,1803.2
2020-05-01,Algeria,32,1736.2
2020-05-01,Egypt,29,1734.4
2020-05-01,Canada,28,1718.4
2020-05-01,Tunisia,27,1786.4
2020-05-01,Paraguay,36,1746.7
2020-05-01,Peru,30,1750.1
2020-05-01,Ghana,36,1644.8
2020-05-01,Saudi Arabia,37,1725.2
2020-05-01,Cabo Verde,33,1730.2
2020-05-01,Slovakia,35,1657.5
2020-05-01,Scotland,42,1666.4
2020-05-01,Jordan,36,1726.6
2020-05-01,Czechia,40,1674.5
2020-05-01,South Africa,44,1682.0
2020-05-01,Venezuela,46,1704.2
2020-05-01,Chile,43,1696.3
2020-05-01,Bolivia,42,1684.0
2020-05-01,Indonesia,41,1690.8
2020-05-01,New Zealand,48,1604.4
2020-05-01,Costa Rica,46,1596.6
2020-05-01,Curaçao,47,1678.2
2020-05-01,Honduras,51,1599.5
2020-05-01,DR Congo,52,1633.8
2020-05-01,Kenya,51,1590.8
2020-05-01,Panama,48,1600.1
2020-05-01,Bosnia and Herzegovina,50,1596.7
2020-05-01,Qatar,55,1574.9
2020-05-01,Haiti,51,1586.2
2020-05-01,Cuba,55,1635.3
2020-05-01,Iraq,58,1534.6
2020-05-01,Trinidad and Tobago,53,1574.8
2020-05-01,Uzbekistan,67,1493.1
2020-06-01,France,5,2001.7
2020-06-01,Spain,4,1948.4
2020-06-01,Argentina,3,2014.5
2020-06-01,England,1,1984.1
2020-06-01,Portugal,1,1951.7
2020-06-01,Brazil,10,1950.4
2020-06-01,Netherlands,4,1920.5
2020-06-01,Morocco,4,1949.9
2020-06-01,Belgium,12,1909.2
2020-06-01,Germany,6,1906.6
2020-06-01,Croatia,13,1882.8
2020-06-01,Austria,12,1882.5
2020-06-01,Colombia,10,1879.8
2020-06-01,Senegal,11,1886.1
2020-06-01,Mexico,16,1875.3
2020-06-01,United States,12,1893.2
2020-06-01,Uruguay,16,1832.8
2020-06-01,Japan,22,1811.4
2020-06-01,Switzerland,20,1831.7
2020-06-01,Norway,20,1905.4
2020-06-01,Iran,23,1852.3
2020-06-01,Turkey,20,1772.3
2020-06-01,Ecuador,20,1820.6
2020-06-01,Sweden,24,1813.0
2020-06-01,South Korea,25,1769.9
2020-06-01,Nigeria,25,1758.5
2020-06-01,Australia,23,1794.5
2020-06-01,Ivory Coast,28,1788.7
2020-06-01,Algeria,30,1781.6
2020-06-01,Egypt,30,1772.5
2020-06-01,Canada,33,1776.8
2020-06-01,Tunisia,30,1787.2
2020-06-01,Paraguay,36,1721.6
2020-06-01,Peru,30,1734.0
2020-06-01,Ghana,35,1706.2
2020-06-01,Saudi Arabia,40,1760.1
2020-06-01,Cabo Verde,33,1662.5
2020-06-01,Slovakia,40,1713.0
2020-06-01,Scotland,40,1671.8
2020-06-01,Jordan,38,1684.8
2020-06-01,Czechia,36,1671.3
2020-06-01,South Africa,42,1707.3
2020-06-01,Venezuela,43,1665.1
2020-06-01,Chile,47,1655.8
2020-06-01,Bolivia,47,1602.4
2020-06-01,Indonesia,45,1650.6
2020-06-01,New Zealand,42,1586.5
2020-06-01,Costa Rica,44,1622.8
2020-06-01,Curaçao,44,1624.4
2020-06-01,Honduras,50,1646.2
2020-06-01,DR Congo,46,1656.1
2020-06-01,Kenya,48,1618.2
2020-06-01,Panama,46,1540.4
2020-06-01,Bosnia and Herzegovina,53,1577.3
2020-06-01,Qatar,55,1583.8
2020-06-01,Haiti,54,1542.8
2020-06-01,Cuba,53,1605.6
2020-06-01,Iraq,51,1562.9
2020-06-01,Trinidad and Tobago,56,1590.0
2020-06-01,Uzbekistan,61,1505.8
2020-07-01,France,3,1974.4
2020-07-01,Spain,4,2016.4
2020-07-01,Argentina,3,1997.6
2020-07-01,England,3,1997.0
2020-07-01,Portugal,7,1969.1
2020-07-01,Brazil,4,1916.7
2020-07-01,Netherlands,7,1963.0
2020-07-01,Morocco,8,1901.1
2020-07-01,Belgium,5,1928.3
2020-07-01,Germany,7,1945.2
2020-07-01,Croatia,10,1916.4
2020-07-01,Austria,12,1908.4
2020-07-01,Colombia,11,1917.3
2020-07-01,Senegal,15,1888.5
2020-07-01,Mexico,12,1855.9
2020-07-01,United States,14,1885.8
2020-07-01,Uruguay,18,1845.9
2020-07-01,Japan,21,1839.9
2020-07-01,Switzerland,23,1819.4
2020-07-01,Norway,24,1822.9
2020-07-01,Iran,18,1848.4
2020-07-01,Turkey,22,1835.0
2020-07-01,Ecuador,23,1800.5
2020-07-01,Sweden,24,1769.6
2020-07-01,South Korea,28,1832.9
2020-07-01,Nigeria,28,1731.0
2020-07-01,Australia,23,1746.2
2020-07-01,Ivory Coast,27,1782.9
2020-07-01,Algeria,30,1780.5
2020-07-01,Egypt,30,1774.5
2020-07-01,Canada,28,1769.5
2020-07-01,Tunisia,34,1770.7
2020-07-01,Paraguay,32,1740.4
2020-07-01,Peru,37,1818.3
2020-07-01,Ghana,31,1732.3
2020-07-01,Saudi Arabia,36,1702.0
2020-07-01,Cabo Verde,32,1674.7
2020-07-01,Slovakia,35,1730.2
2020-07-01,Scotland,41,1707.0
2020-07-01,Jordan,36,1710.0
2020-07-01,Czechia,36,1647.4
2020-07-01,South Africa,37,1696.3
2020-07-01,Venezuela,42,1705.2
2020-07-01,Chile,40,1670.6
2020-07-01,Bolivia,48,1636.5
2020-07-01,Indonesia,48,1674.4
2020-07-01,New Zealand,42,1634.5
2020-07-01,Costa Rica,46,1596.4
2020-07-01,Curaçao,47,1621.2
2020-07-01,Honduras,47,1621.3
2020-07-01,DR Congo,47,1627.1
2020-07-01,Kenya,52,1581.6
2020-07-01,Panama,50,1615.4
2020-07-01,Bosnia and Herzegovina,51,1604.5
2020-07-01,Qatar,50,1587.3
2020-07-01,Haiti,52,1592.6
2020-07-01,Cuba,58,1608.6
2020-07-01,Iraq,53,1488.2
2020-07-01,Trinidad and Tobago,51,1549.4
2020-07-01,Uzbekistan,62,1560.4
2020-08-01,France,5,2015.8
2020-08-01,Spain,2,1935.5
2020-08-01,Argentina,1,1977.5
2020-08-01,England,7,1994.4
2020-08-01,Portugal,1,1999.5
2020-08-01,Brazil,2,1956.7
2020-08-01,Netherlands,10,1931.6
2020-08-01,Morocco,10,1975.8
2020-08-01,Belgium,7,1935.2
2020-08-01,Germany,10,1905.6
2020-08-01,Croatia,9,1887.3
2020-08-01,Austria,8,1904.3
2020-08-01,Colombia,13,1924.2
2020-08-01,Senegal,11,1879.2
2020-08-01,Mexico,18,1906.2
2020-08-01,United States,19,1904.3
2020-08-01,Uruguay,20,1910.1
2020-08-01,Japan,21,1877.5
2020-08-01,Switzerland,19,1844.9
2020-08-01,Norway,21,1846.8
2020-08-01,Iran,19,1896.7
2020-08-01,Turkey,26,1800.5
2020-08-01,Ecuador,25,1787.7
2020-08-01,Sweden,25,1799.2
2020-08-01,South Korea,23,1857.2
2020-08-01,Nigeria,23,1797.6
2020-08-01,Australia,27,1806.3
2020-08-01,Ivory Coast,28,1788.4
2020-08-01,Algeria,28,1797.7
2020-08-01,Egypt,26,1775.8
2020-08-01,Canada,28,1766.7
2020-08-01,Tunisia,29,1770.2
2020-08-01,Paraguay,35,1749.1
2020-08-01,Peru,36,1726.0
2020-08-01,Ghana,32,1725.8
2020-08-01,Saudi Arabia,34,1752.7
2020-08-01,Cabo Verde,32,1740.8
2020-08-01,Slovakia,40,1731.0
2020-08-01,Scotland,34,1681.2
2020-08-01,Jordan,38,1681.5
2020-08-01,Czechia,37,1704.2
2020-08-01,South Africa,45,1697.3
2020-08-01,Venezuela,38,1730.3
2020-08-01,Chile,41,1683.7
2020-08-01,Bolivia,48,1612.3
2020-08-01,Indonesia,49,1622.8
2020-08-01,New Zealand,46,1611.2
2020-08-01,Costa Rica,50,1656.2
2020-08-01,Curaçao,46,1634.7
2020-08-01,Honduras,46,1598.0
2020-08-01,DR Congo,51,1598.1
2020-08-01,Kenya,49,1621.0
2020-08-01,Panama,53,1586.6
2020-08-01,Bosnia and Herzegovina,52,1553.6
2020-08-01,Qatar,48,1582.6
2020-08-01,Haiti,57,1562.6
2020-08-01,Cuba,54,1553.8
2020-08-01,Iraq,56,1503.5
2020-08-01,Trinidad and Tobago,51,1562.0
2020-08-01,Uzbekistan,59,1480.2
2020-09-01,France,4,1969.8
2020-09-01,Spain,5,2007.8
2020-09-01,Argentina,1,1948.6
2020-09-01,England,2,1943.7
2020-09-01,Portugal,7,2009.0
2020-09-01,Brazil,9,1981.1
2020-09-01,Netherlands,4,1961.8
2020-09-01,Morocco,11,1939.8
2020-09-01,Belgium,12,1955.9
2020-09-01,Germany,10,1871.7
2020-09-01,Croatia,10,1931.8
2020-09-01,Austria,13,1879.9
2020-09-01,Colombia,13,1877.2
2020-09-01,Senegal,11,1917.2
2020-09-01,Mexico,16,1850.8
2020-09-01,United States,16,1890.0
2020-09-01,Uruguay,13,1831.6
2020-09-01,Japan,18,1881.7
2020-09-01,Switzerland,18,1846.9
2020-09-01,Norway,19,1891.8
2020-09-01,Iran,17,1798.6
2020-09-01,Turkey,22,1838.9
2020-09-01,Ecuador,22,1841.2
2020-09-01,Sweden,21,1824.8
2020-09-01,South Korea,26,1758.5
2020-09-01,Nigeria,26,1791.8
2020-09-01,Australia,31,1769.0
2020-09-01,Ivory Coast,28,1769.5
2020-09-01,Algeria,31,1804.6
2020-09-01,Egypt,32,1719.6
2020-09-01,Canada,26,1756.4
2020-09-01,Tunisia,34,1734.6
2020-09-01,Paraguay,31,1731.7
2020-09-01,Peru,31,1714.3
2020-09-01,Ghana,31,1737.6
2020-09-01,Saudi Arabia,37,1737.1
2020-09-01,Cabo Verde,35,1776.6
2020-09-01,Slovakia,36,1720.3
2020-09-01,Scotland,36,1729.9
2020-09-01,Jordan,43,1657.3
2020-09-01,Czechia,40,1686.4
2020-09-01,South Africa,37,1609.9
2020-09-01,Venezuela,44,1676.9
2020-09-01,Chile,39,1693.6
2020-09-01,Bolivia,41,1686.4
2020-09-01,Indonesia,47,1600.7
2020-09-01,New Zealand,48,1662.0
2020-09-01,Costa Rica,50,1668.0
2020-09-01,Curaçao,44,1654.2
2020-09-01,Honduras,47,1666.7
2020-09-01,DR Congo,48,1639.1
2020-09-01,Kenya,45,1589.8
2020-09-01,Panama,46,1643.6
2020-09-01,Bosnia and Herzegovina,52,1560.3
2020-09-01,Qatar,54,1558.3
2020-09-01,Haiti,52,1648.9
2020-09-01,Cuba,57,1571.9
2020-09-01,Iraq,54,1586.5
2020-09-01,Trinidad and Tobago,59,1544.6
2020-09-01,Uzbekistan,61,1512.6
2020-10-01,France,4,1973.5
2020-10-01,Spain,1,1980.6
2020-10-01,Argentina,2,2001.2
2020-10-01,England,8,1964.6
2020-10-01,Portugal,9,1919.8
2020-10-01,Brazil,7,1929.8
2020-10-01,Netherlands,8,1946.0
2020-10-01,Morocco,6,1933.5
2020-10-01,Belgium,13,1936.4
2020-10-01,Germany,8,1939.1
2020-10-01,Croatia,10,1848.7
2020-10-01,Austria,15,1892.3
2020-10-01,Colombia,13,1856.8
2020-10-01,Senegal,10,1883.3
2020-10-01,Mexico,11,1936.1
2020-10-01,United States,14,1860.0
2020-10-01,Uruguay,19,1926.5
2020-10-01,Japan,16,1885.3
2020-10-01,Switzerland,20,1839.0
2020-10-01,Norway,17,1841.4
2020-10-01,Iran,23,1825.3
2020-10-01,Turkey,24,1861.6
2020-10-01,Ecuador,24,1829.3
2020-10-01,Sweden,25,1821.0
2020-10-01,South Korea,29,1787.7
2020-10-01,Nigeria,28,1839.5
2020-10-01,Australia,27,1825.6
2020-10-01,Ivory Coast,29,1784.4
2020-10-01,Algeria,27,1783.5
2020-10-01,Egypt,25,1784.5
2020-10-01,Canada,28,1824.2
2020-10-01,Tunisia,33,1714.1
2020-10-01,Paraguay,31,1747.3
2020-10-01,Peru,31,1775.7
2020-10-01,Ghana,37,1718.7
2020-10-01,Saudi Arabia,33,1764.4
2020-10-01,Cabo Verde,32,1681.0
2020-10-01,Slovakia,34,1765.6
2020-10-01,Scotland,37,1680.6
2020-10-01,Jordan,40,1712.9
2020-10-01,Czechia,39,1674.6
2020-10-01,South Africa,43,1630.4
2020-10-01,Venezuela,46,1635.4
2020-10-01,Chile,39,1652.3
2020-10-01,Bolivia,41,1637.7
2020-10-01,Indonesia,44,1627.3
2020-10-01,New Zealand,45,1706.5
2020-10-01,Costa Rica,50,1610.2
2020-10-01,Curaçao,51,1589.3
2020-10-01,Honduras,49,1648.0
2020-10-01,DR Congo,47,1568.3
2020-10-01,Kenya,46,1585.6
2020-10-01,Panama,54,1608.9
2020-10-01,Bosnia and Herzegovina,53,1599.3
2020-10-01,Qatar,54,1549.7
2020-10-01,Haiti,49,1517.4
2020-10-01,Cuba,52,1563.2
2020-10-01,Iraq,58,1609.1
2020-10-01,Trinidad and Tobago,57,1540.6
2020-10-01,Uzbekistan,64,1538.8
2020-11-01,France,1,1987.5
2020-11-01,Spain,5,1930.7
2020-11-01,Argentina,6,1976.9
2020-11-01,England,1,1956.3
2020-11-01,Portugal,9,1968.2
2020-11-01,Brazil,2,1881.9
2020-11-01,Netherlands,7,1954.2
2020-11-01,Morocco,9,1979.4
2020-11-01,Belgium,11,1901.9
2020-11-01,Germany,10,1929.7
2020-11-01,Croatia,14,1928.0
2020-11-01,Austria,12,1908.7
2020-11-01,Colombia,9,1968.0
2020-11-01,Senegal,17,1878.3
2020-11-01,Mexico,18,1910.8
2020-11-01,United States,20,1929.1
2020-11-01,Uruguay,16,1899.2
2020-11-01,Japan,19,1851.6
2020-11-01,Switzerland,17,1839.8
2020-11-01,Norway,16,1797.6
2020-11-01,Iran,21,1836.7
2020-11-01,Turkey,24,1817.7
2020-11-01,Ecuador,21,1836.6
2020-11-01,Sweden,22,1822.8
2020-11-01,South Korea,22,1800.9
2020-11-01,Nigeria,29,1777.5
2020-11-01,Australia,28,1776.8
2020-11-01,Ivory Coast,25,1784.8
2020-11-01,Algeria,31,1749.1
2020-11-01,Egypt,25,1769.4
2020-11-01,Canada,33,1780.0
2020-11-01,Tunisia,30,1719.1
2020-11-01,Paraguay,31,1697.5
2020-11-01,Peru,30,1718.3
2020-11-01,Ghana,36,1740.1
2020-11-01,Saudi Arabia,39,1738.2
2020-11-01,Cabo Verde,33,1723.4
2020-11-01,Slovakia,38,1692.6
2020-11-01,Scotland,42,1682.3
2020-11-01,Jordan,36,1661.5
2020-11-01,Czechia,37,1697.0
2020-11-01,South Africa,45,1695.5
2020-11-01,Venezuela,44,1652.3
2020-11-01,Chile,43,1657.9
2020-11-01,Bolivia,45,1670.8
2020-11-01,Indonesia,47,1688.7
2020-11-01,New Zealand,50,1641.6
2020-11-01,Costa Rica,46,1594.0
2020-11-01,Curaçao,43,1633.8
2020-11-01,Honduras,46,1655.8
2020-11-01,DR Congo,48,1616.8
2020-11-01,Kenya,51,1584.6
2020-11-01,Panama,46,1616.5
2020-11-01,Bosnia and Herzegovina,48,1613.0
2020-11-01,Qatar,52,1554.3
2020-11-01,Haiti,57,1615.7
2020-11-01,Cuba,50,1552.5
2020-11-01,Iraq,56,1602.8
2020-11-01,Trinidad and Tobago,51,1569.1
2020-11-01,Uzbekistan,62,1483.9
2020-12-01,France,1,1991.6
2020-12-01,Spain,6,1922.8
2020-12-01,Argentina,3,1978.0
2020-12-01,England,1,1958.9
2020-12-01,Portugal,9,1984.3
2020-12-01,Brazil,2,1923.0
2020-12-01,Netherlands,6,1937.7
2020-12-01,Morocco,12,1959.6
2020-12-01,Belgium,10,1964.1
2020-12-01,Germany,9,1914.9
2020-12-01,Croatia,14,1873.8
2020-12-01,Austria,13,1930.1
2020-12-01,Colombia,13,1873.6
2020-12-01,Senegal,12,1968.0
2020-12-01,Mexico,16,1828.3
2020-12-01,United States,15,1866.1
2020-12-01,Uruguay,13,1843.7
2020-12-01,Japan,22,1797.4
2020-12-01,Switzerland,23,1803.1
2020-12-01,Norway,20,1839.1
2020-12-01,Iran,20,1865.3
2020-12-01,Turkey,24,1802.3
2020-12-01,Ecuador,19,1846.1
2020-12-01,Sweden,26,1882.3
2020-12-01,South Korea,28,1805.3
2020-12-01,Nigeria,22,1756.4
2020-12-01,Australia,26,1797.6
2020-12-01,Ivory Coast,27,1779.1
2020-12-01,Algeria,27,1784.0
2020-12-01,Egypt,29,1768.0
2020-12-01,Canada,33,1714.6
2020-12-01,Tunisia,28,1787.7
2020-12-01,Paraguay,36,1755.8
2020-12-01,Peru,34,1736.4
2020-12-01,Ghana,38,1719.0
2020-12-01,Saudi Arabia,35,1763.6
2020-12-01,Cabo Verde,34,1737.8
2020-12-01,Slovakia,37,1703.2
2020-12-01,Scotland,35,1698.2
2020-12-01,Jordan,37,1691.9
2020-12-01,Czechia,40,1713.2
2020-12-01,South Africa,43,1648.0
2020-12-01,Venezuela,39,1650.3
2020-12-01,Chile,47,1660.7
2020-12-01,Bolivia,40,1658.5
2020-12-01,Indonesia,43,1626.8
2020-12-01,New Zealand,44,1623.5
2020-12-01,Costa Rica,48,1638.0
2020-12-01,Curaçao,48,1578.5
2020-12-01,Honduras,44,1588.5
2020-12-01,DR Congo,46,1611.7
2020-12-01,Kenya,51,1639.2
2020-12-01,Panama,51,1615.5
2020-12-01,Bosnia and Herzegovina,54,1571.7
2020-12-01,Qatar,54,1647.3
2020-12-01,Haiti,50,1577.6
2020-12-01,Cuba,57,1535.2
2020-12-01,Iraq,56,1578.4
2020-12-01,Trinidad and Tobago,58,1515.1
2020-12-01,Uzbekistan,63,1457.7
2021-01-01,France,3,2030.1
2021-01-01,Spain,4,2005.4
2021-01-01,Argentina,1,1993.8
2021-01-01,England,1,1927.7
2021-01-01,Portugal,8,2006.3
2021-01-01,Brazil,4,2006.0
2021-01-01,Netherlands,4,1907.1
2021-01-01,Morocco,4,1946.4
2021-01-01,Belgium,5,1915.6
2021-01-01,Germany,7,1895.2
2021-01-01,Croatia,10,1922.5
2021-01-01,Austria,16,1891.8
2021-01-01,Colombia,16,1900.8
2021-01-01,Senegal,12,1854.0
2021-01-01,Mexico,12,1913.5
2021-01-01,United States,17,1920.8
2021-01-01,Uruguay,16,1843.6
2021-01-01,Japan,22,1863.2
2021-01-01,Switzerland,22,1844.3
2021-01-01,Norway,21,1829.9
2021-01-01,Iran,23,1852.3
2021-01-01,Turkey,23,1785.5
2021-01-01,Ecuador,22,1798.2
2021-01-01,Sweden,26,1842.4
2021-01-01,South Korea,25,1802.0
2021-01-01,Nigeria,24,1791.4
2021-01-01,Australia,28,1832.0
2021-01-01,Ivory Coast,29,1916.4
2021-01-01,Algeria,31,1766.4
2021-01-01,Egypt,33,1746.7
2021-01-01,Canada,29,1766.7
2021-01-01,Tunisia,27,1778.9
2021-01-01,Paraguay,33,1772.5
2021-01-01,Peru,31,1677.3
2021-01-01,Ghana,34,1698.1
2021-01-01,Saudi Arabia,38,1671.6
2021-01-01,Cabo Verde,39,1693.0
2021-01-01,Slovakia,40,1747.8
2021-01-01,Scotland,42,1685.8
2021-01-01,Jordan,42,1674.1
2021-01-01,Czechia,41,1739.0
2021-01-01,South Africa,42,1619.7
2021-01-01,Venezuela,43,1707.6
2021-01-01,Chile,41,1621.0
2021-01-01,Bolivia,40,1670.6
2021-01-01,Indonesia,42,1629.1
2021-01-01,New Zealand,47,1571.6
2021-01-01,Costa Rica,45,1635.6
2021-01-01,Curaçao,46,1628.6
2021-01-01,Honduras,49,1638.2
2021-01-01,DR Congo,48,1611.7
2021-01-01,Kenya,51,1569.4
2021-01-01,Panama,49,1604.0
2021-01-01,Bosnia and Herzegovina,53,1556.2
2021-01-01,Qatar,50,1616.4
2021-01-01,Haiti,52,1562.7
2021-01-01,Cuba,52,1592.9
2021-01-01,Iraq,57,1549.6
2021-01-01,Trinidad and Tobago,55,1561.6
2021-01-01,Uzbekistan,65,1506.8
2021-02-01,France,1,1986.9
2021-02-01,Spain,4,2003.2
2021-02-01,Argentina,7,1936.9
2021-02-01,England,1,1932.7
2021-02-01,Portugal,6,1926.9
2021-02-01,Brazil,8,1900.9
2021-02-01,Netherlands,5,1959.7
2021-02-01,Morocco,5,1913.2
2021-02-01,Belgium,9,1998.9
2021-02-01,Germany,10,1939.9
2021-02-01,Croatia,12,1915.0
2021-02-01,Austria,12,1910.3
2021-02-01,Colombia,16,1893.0
2021-02-01,Senegal,14,1907.2
2021-02-01,Mexico,11,1891.6
2021-02-01,United States,15,1912.0
2021-02-01,Uruguay,20,1896.9
2021-02-01,Japan,21,1870.3
2021-02-01,Switzerland,23,1802.1
2021-02-01,Norway,16,1818.2
2021-02-01,Iran,18,1818.7
2021-02-01,Turkey,20,1835.4
2021-02-01,Ecuador,27,1849.0
2021-02-01,Sweden,21,1809.3
2021-02-01,South Korea,24,1808.4
2021-02-01,Nigeria,23,1831.8
2021-02-01,Australia,28,1754.0
2021-02-01,Ivory Coast,32,1821.4
2021-02-01,Algeria,25,1768.7
2021-02-01,Egypt,33,1764.3
2021-02-01,Canada,29,1755.2
2021-02-01,Tunisia,35,1779.4
2021-02-01,Paraguay,35,1755.9
2021-02-01,Peru,29,1743.9
2021-02-01,Ghana,34,1715.9
2021-02-01,Saudi Arabia,32,1697.0
2021-02-01,Cabo Verde,34,1699.5
2021-02-01,Slovakia,36,1733.2
2021-02-01,Scotland,42,1702.7
2021-02-01,Jordan,37,1699.5
2021-02-01,Czechia,38,1639.0
2021-02-01,South Africa,45,1625.4
2021-02-01,Venezuela,42,1639.3
2021-02-01,Chile,44,1638.7
2021-02-01,Bolivia,40,1660.7
2021-02-01,Indonesia,41,1624.9
2021-02-01,New Zealand,45,1599.7
2021-02-01,Costa Rica,47,1582.3
2021-02-01,Curaçao,46,1673.1
2021-02-01,Honduras,45,1589.2
2021-02-01,DR Congo,48,1607.3
2021-02-01,Kenya,47,1629.3
2021-02-01,Panama,49,1557.0
2021-02-01,Bosnia and Herzegovina,49,1579.9
2021-02-01,Qatar,48,1613.8
2021-02-01,Haiti,57,1576.4
2021-02-01,Cuba,50,1572.3
2021-02-01,Iraq,59,1585.1
2021-02-01,Trinidad and Tobago,59,1515.9
2021-02-01,Uzbekistan,63,1516.7
2021-03-01,France,3,1994.3
2021-03-01,Spain,1,2002.4
2021-03-01,Argentina,3,1972.5
2021-03-01,England,1,1976.5
2021-03-01,Portugal,4,1914.2
2021-03-01,Brazil,2,1936.2
2021-03-01,Netherlands,8,1896.6
2021-03-01,Morocco,10,1933.8
2021-03-01,Belgium,6,1915.2
2021-03-01,Germany,14,1880.8
2021-03-01,Croatia,14,1913.9
2021-03-01,Austria,13,1942.7
2021-03-01,Colombia,11,1854.9
2021-03-01,Senegal,17,1866.0
2021-03-01,Mexico,15,1907.0
