Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,PSH,PSD,PSA
2020-02-21 13:49:11.127470575,Czechia,Germany,1,2,13.32,4.08,1.61,13.55,4.08,1.64
2020-02-23 12:36:38.923985505,Saudi Arabia,Colombia,1,4,7.52,4.08,1.77,7.54,3.97,1.8
2020-02-25 01:30:09.740896357,Indonesia,Germany,0,0,21.2,4.08,1.53,21.73,4.13,1.49
2020-02-25 08:25:58.780756101,Spain,Japan,2,0,1.34,4.08,21.2,1.37,4.06,21.51
2020-02-26 05:12:09.219893934,Jordan,Honduras,2,1,1.44,4.08,21.2,1.48,4.01,21.0
2020-05-09 11:14:36.977397283,Czechia,Netherlands,2,4,8.17,4.08,1.74,7.96,4.16,1.77
2020-05-09 23:44:43.704473512,DR Congo,Norway,0,2,11.78,4.08,1.63,11.87,4.16,1.6
2020-05-10 11:45:26.107042591,Tunisia,Algeria,1,0,2.19,4.08,4.15,2.15,4.09,4.08
2020-05-11 04:57:33.567154940,Scotland,DR Congo,4,0,1.72,4.08,8.57,1.69,4.14,8.43
2020-05-14 07:04:01.471823188,Venezuela,Germany,4,1,8.92,4.08,1.71,8.66,4.17,1.76
2020-05-15 09:46:43.458452270,Portugal,Belgium,2,1,2.23,4.08,4.01,2.17,4.05,4.06
2020-05-15 23:07:45.156452756,South Africa,Sweden,1,4,4.1,4.08,2.2,3.98,4.0,2.2
2020-05-16 05:30:25.571989865,Algeria,Morocco,1,2,11.63,4.08,1.63,11.47,4.08,1.63
2020-07-22 20:20:49.930053365,Honduras,Nigeria,0,1,7.03,4.08,1.8,6.84,4.08,1.8
2020-07-24 01:19:36.423343785,United States,Saudi Arabia,1,0,1.65,4.08,10.84,1.66,4.04,10.85
2020-07-25 08:18:41.546097004,Uruguay,Tunisia,1,2,1.41,4.08,21.2,1.4,4.02,21.55
2020-07-26 14:24:12.046084151,Jordan,Turkey,0,3,2.53,4.08,3.31,2.48,4.05,3.41
2020-07-29 14:57:35.558310117,Netherlands,Germany,4,1,1.94,4.08,5.47,1.99,3.97,5.36
2020-07-30 18:33:33.412726236,England,Colombia,4,2,1.39,4.08,21.2,1.42,4.12,21.47
2020-07-31 20:53:42.138567736,Iraq,France,0,2,21.2,4.08,1.5,20.92,4.09,1.46
2020-08-01 16:40:17.502225523,Morocco,Nigeria,0,0,1.35,4.08,21.2,1.34,4.1,20.61
2020-10-06 22:16:50.686378769,Netherlands,Qatar,3,0,1.08,4.08,21.2,1.05,4.16,21.47
2020-10-10 07:47:02.145321593,Japan,Cabo Verde,2,0,1.2,4.08,21.2,1.22,4.04,20.78
2020-10-10 20:45:17.190294270,Slovakia,DR Congo,1,2,1.74,4.08,8.04,1.7,4.12,7.87
2020-10-11 07:57:30.862529230,Croatia,Peru,2,1,1.38,4.08,21.2,1.36,3.99,21.55
2020-10-11 08:36:35.729153893,United States,Croatia,1,0,2.97,4.08,2.77,2.99,4.08,2.84
2020-10-11 10:06:02.656027247,Portugal,Trinidad and Tobago,0,0,1.09,4.08,21.2,1.08,4.19,21.08
2020-10-11 12:47:41.772101870,Peru,South Korea,0,2,2.79,4.08,2.94,2.75,4.1,2.99
2020-10-11 15:04:04.339077793,Argentina,Jordan,4,1,1.09,4.08,21.2,1.09,4.2,21.41
2020-12-28 12:29:12.744167684,Scotland,Norway,0,0,8.88,4.08,1.71,8.95,4.1,1.73
2020-12-29 21:19:09.662666036,Panama,Qatar,1,0,1.57,4.08,16.48,1.55,4.04,16.94
2021-01-01 04:34:45.687721770,Paraguay,South Korea,0,3,2.61,4.08,3.17,2.68,4.11,3.17
2021-01-01 23:50:21.470185018,Indonesia,Tunisia,0,1,3.93,4.08,2.26,3.94,3.96,2.31
2021-01-04 12:33:03.408779528,Uruguay,Croatia,0,3,2.04,4.08,4.78,2.1,4.0,4.72
2021-01-05 03:44:36.561633512,Brazil,Belgium,0,4,1.69,4.08,9.53,1.7,4.03,9.26
2021-01-07 00:51:16.836711700,United States,Uzbekistan,0,0,1.8,4.08,7.04,1.79,4.12,7.23
2021-01-07 12:16:25.210421744,Belgium,Kenya,6,1,1.13,4.08,21.2,1.15,4.0,20.97
2021-03-22 17:56:52.240622297,Qatar,Iran,3,0,9.07,4.08,1.7,9.04,4.15,1.68
2021-03-23 03:02:32.165956733,Mexico,Saudi Arabia,1,0,1.39,4.08,21.2,1.4,4.05,20.95
2021-03-23 10:31:38.264151868,Ivory Coast,Saudi Arabia,0,1,1.6,4.08,13.4,1.58,3.98,13.24
2021-03-25 03:17:14.853706394,Trinidad and Tobago,Uruguay,1,3,21.2,4.08,1.5,20.97,4.04,1.46
2021-03-25 03:39:33.643146800,United States,Ghana,1,0,1.62,4.08,12.34,1.62,4.16,12.45
2021-03-25 09:44:00.148860662,Uzbekistan,Czechia,1,2,1.56,4.08,17.5,1.6,4.01,17.82
2021-03-27 12:33:38.371525569,Czechia,Colombia,0,0,7.58,4.08,1.77,7.38,4.2,1.75
2021-03-28 17:43:53.890438366,Costa Rica,Sweden,1,4,18.49,4.08,1.55,18.44,3.99,1.52
2021-06-10 00:16:03.582343252,Spain,Trinidad and Tobago,2,0,1.07,4.08,21.2,1.06,4.09,21.77
2021-06-10 16:27:01.316625117,Cabo Verde,Algeria,0,0,2.6,4.08,3.2,2.56,4.16,3.16
2021-06-14 15:46:28.852526588,Sweden,Cuba,4,0,1.15,4.08,21.2,1.18,4.15,20.86
2021-06-15 05:28:19.235751722,DR Congo,Scotland,2,3,3.65,4.08,2.36,3.62,4.11,2.38
2021-06-15 09:22:52.859214766,Haiti,Spain,0,3,21.2,4.08,1.46,21.51,3.97,1.42
2021-06-15 19:49:46.495785694,Qatar,Netherlands,0,2,21.2,4.08,1.48,21.3,4.13,1.51
2021-06-16 03:32:12.221604623,Cabo Verde,England,0,2,21.15,4.08,1.54,21.24,4.04,1.56
2021-06-16 22:20:22.690373798,Portugal,Peru,4,0,1.2,4.08,21.2,1.17,4.17,21.2
2021-08-31 15:29:29.896948929,Chile,Honduras,3,0,1.63,4.08,11.72,1.66,4.13,11.39
2021-08-31 17:21:28.791780729,Cabo Verde,Belgium,0,2,15.79,4.08,1.58,16.04,4.09,1.54
2021-09-01 12:32:17.673460512,Canada,Colombia,0,1,3.68,4.08,2.35,3.58,4.0,2.32
2021-09-01 20:27:32.493993254,Australia,DR Congo,4,0,1.24,4.08,21.2,1.21,4.18,20.83
2021-09-05 08:50:35.558350261,Jordan,Iran,1,0,3.25,4.08,2.56,3.27,3.96,2.58
2021-09-06 15:55:37.543537309,Senegal,Chile,1,0,1.38,4.08,21.2,1.34,4.01,20.77
2021-09-06 17:31:57.130222611,Algeria,Netherlands,1,3,13.24,4.08,1.61,13.49,4.06,1.61
2021-09-07 19:29:15.975054460,Cuba,Netherlands,0,2,21.2,4.08,1.5,21.58,3.99,1.49
2021-11-22 23:48:23.109128406,Costa Rica,Iran,1,0,5.09,4.08,1.99,4.95,4.17,1.99
2021-11-23 02:24:52.599301809,Sweden,Cuba,0,1,1.12,4.08,21.2,1.15,4.14,21.04
2021-11-23 22:22:38.172807280,Iran,Chile,1,2,1.46,4.08,21.2,1.48,3.97,21.12
2021-11-25 22:51:52.743847407,Trinidad and Tobago,Ghana,0,3,9.3,4.08,1.69,9.24,4.01,1.71
2021-11-27 19:07:57.164799363,Norway,Iraq,2,0,1.25,4.08,21.2,1.23,4.0,21.45
2021-11-27 20:21:32.069029607,Morocco,Spain,2,2,4.38,4.08,2.13,4.51,3.96,2.14
2021-11-28 03:26:49.183699792,Croatia,Slovakia,3,1,1.21,4.08,21.2,1.18,4.14,21.61
2021-11-28 13:59:11.827932806,Iraq,Honduras,1,0,1.57,4.08,15.98,1.56,4.13,16.21
2022-02-04 06:09:45.286701716,Tunisia,Sweden,0,0,4.21,4.08,2.17,4.27,4.07,2.15
2022-02-04 20:40:25.193273061,Saudi Arabia,Germany,0,3,12.13,4.08,1.62,12.43,4.14,1.64
2022-02-05 18:28:28.751577396,Trinidad and Tobago,Ecuador,1,0,21.2,4.08,1.52,21.51,4.19,1.53
2022-02-06 02:52:24.390638470,Austria,Uruguay,1,2,1.71,4.08,8.88,1.75,4.18,8.74
2022-02-07 08:21:47.840858767,Spain,Norway,3,1,1.54,4.08,20.74,1.52,4.05,20.34
2022-02-08 02:11:55.039309149,Senegal,Uruguay,2,1,1.93,4.08,5.57,1.94,4.04,5.49
2022-02-08 04:54:49.685041932,Iran,Nigeria,1,0,1.88,4.08,6.0,1.89,3.99,5.99
2022-02-08 07:03:10.733949673,Cabo Verde,Venezuela,0,2,1.61,4.08,12.89,1.6,4.11,12.53
2022-04-22 07:16:58.165617898,Japan,Czechia,4,0,1.23,4.08,21.2,1.21,4.09,20.8
2022-04-23 18:11:21.930776554,Norway,Switzerland,0,0,1.84,4.08,6.43,1.8,4.07,6.43
2022-04-25 19:43:42.026072790,Uzbekistan,Spain,0,2,13.41,4.08,1.6,13.37,4.16,1.6
2022-04-26 16:39:10.390026965,Mexico,Haiti,1,1,1.12,4.08,21.2,1.14,4.09,21.52
2022-04-28 05:54:01.222141416,Spain,United States,2,2,1.31,4.08,21.2,1.33,4.02,20.95
2022-04-28 23:02:19.862716465,Uruguay,Trinidad and Tobago,1,0,1.09,4.08,21.2,1.07,4.06,21.17
2022-05-01 17:50:39.012473800,Ivory Coast,Austria,0,0,3.66,4.08,2.35,3.72,4.0,2.3
2022-05-01 18:19:05.496288677,Jordan,Iran,1,2,4.4,4.08,2.12,4.28,4.12,2.18
2022-07-09 08:31:56.346741813,Bolivia,Iraq,1,2,1.96,4.08,5.3,1.95,4.08,5.2
2022-07-09 19:59:54.529541142,England,Curaçao,1,0,1.09,4.08,21.2,1.06,4.12,21.08
2022-07-10 03:42:49.912537660,United States,South Korea,3,0,2.41,4.08,3.53,2.44,4.06,3.57
2022-07-10 23:35:04.942861022,Algeria,Costa Rica,1,0,1.84,4.08,6.51,1.88,4.02,6.42
2022-07-13 07:37:09.419342062,Chile,Netherlands,0,3,17.14,4.08,1.56,17.17,4.07,1.59
2022-07-15 03:30:53.948325999,Netherlands,Scotland,0,0,1.15,4.08,21.2,1.12,4.12,20.64
2022-07-15 12:46:24.212539073,England,Brazil,4,1,2.13,4.08,4.35,2.07,4.19,4.32
2022-07-16 09:41:19.313420204,Portugal,Cabo Verde,1,0,1.26,4.08,21.2,1.25,4.18,20.67
2022-10-03 07:06:33.431926269,South Africa,Bosnia and Herzegovina,0,1,1.47,4.08,21.2,1.44,4.17,20.9
2022-10-03 19:06:50.407066795,Austria,Bolivia,4,0,1.13,4.08,21.2,1.15,4.15,21.82
2022-10-05 03:52:35.767440588,Uruguay,Venezuela,3,1,1.19,4.08,21.2,1.18,4.04,21.67
2022-10-05 04:03:21.706039954,Trinidad and Tobago,Netherlands,2,1,21.2,4.08,1.46,21.41,4.04,1.48
2022-10-06 02:51:01.454166850,Haiti,Ghana,0,3,4.76,4.08,2.05,4.81,4.09,2.05
2022-10-07 21:24:06.148040082,Curaçao,Croatia,1,3,21.2,4.08,1.5,21.65,4.19,1.51
2022-10-08 00:18:14.057852035,Senegal,Canada,2,2,1.82,4.08,6.71,1.77,4.13,6.64
2022-10-08 02:01:12.404744320,Ghana,Czechia,1,1,1.66,4.08,10.43,1.64,4.18,10.33
2022-12-22 04:15:13.390642620,Slovakia,Nigeria,2,1,2.72,4.08,3.02,2.73,4.02,3.1
2022-12-22 07:04:48.847782624,New Zealand,Honduras,0,1,2.73,4.08,3.01,2.75,4.17,2.97
2022-12-22 07:47:32.639942441,Argentina,Sweden,1,1,1.26,4.08,21.2,1.27,4.11,21.45
2022-12-23 22:02:29.240961235,Belgium,Mexico,2,2,1.52,4.08,21.2,1.52,4.04,21.59
2022-12-24 04:44:55.799104726,Honduras,Paraguay,0,0,6.7,4.08,1.82,6.51,4.09,1.81
2022-12-24 15:25:02.989361806,Colombia,Cabo Verde,4,0,1.16,4.08,21.2,1.15,4.01,21.21
2022-12-25 09:22:37.456864190,Japan,South Korea,0,1,1.74,4.08,8.06,1.71,4.04,8.06
2022-12-25 18:05:55.460448688,Uruguay,Qatar,2,0,1.09,4.08,21.2,1.09,4.11,21.23
2023-03-15 00:18:41.400422761,Czechia,Ecuador,1,1,6.1,4.08,1.87,6.06,4.1,1.84
2023-03-15 09:10:43.819603619,France,Germany,2,1,1.58,4.08,15.16,1.59,3.96,15.58
2023-03-16 00:05:07.251395127,Mexico,England,2,2,5.53,4.08,1.93,5.51,4.12,1.97
2023-03-16 00:45:01.394749170,South Africa,Mexico,0,0,9.91,4.08,1.67,10.15,4.19,1.72
2023-03-16 01:30:51.949801548,Senegal,South Korea,0,0,1.57,4.08,16.1,1.62,4.08,16.58
2023-03-16 13:46:36.587206403,Netherlands,Belgium,2,0,2.05,4.08,4.77,2.04,4.01,4.84
2023-03-17 08:17:09.803101932,Uzbekistan,Qatar,2,0,1.17,4.08,21.2,1.15,4.11,21.2
2023-03-18 03:17:10.184850111,Brazil,Colombia,2,0,1.5,4.08,21.2,1.49,4.16,20.78
2023-06-10 08:23:43.650030939,Belgium,United States,2,1,1.68,4.08,9.56,1.7,4.13,9.29
2023-06-11 20:11:49.486772101,Germany,Spain,1,2,2.67,4.08,3.09,2.6,4.1,3.06
2023-06-13 09:39:46.073971143,Czechia,Switzerland,0,4,6.64,4.08,1.83,6.58,4.1,1.86
2023-06-13 14:24:54.470407627,Canada,South Africa,1,0,1.36,4.08,21.2,1.35,3.98,21.39
2023-06-13 23:01:48.365580590,Bolivia,Haiti,2,0,1.41,4.08,21.2,1.4,4.14,21.58
2023-06-13 23:04:54.160289878,Uzbekistan,United States,1,3,3.05,4.08,2.7,2.98,4.2,2.66
2023-06-14 01:25:28.322137035,Bolivia,Slovakia,2,0,3.25,4.08,2.56,3.17,4.0,2.58
2023-06-15 19:31:04.904706071,South Korea,Bosnia and Herzegovina,4,0,1.14,4.08,21.2,1.16,4.18,21.61
2023-08-28 18:19:17.243692034,Egypt,Croatia,0,0,4.56,4.08,2.09,4.64,4.02,2.06
2023-08-29 03:25:20.941238582,Uzbekistan,Chile,3,1,1.4,4.08,21.2,1.38,4.07,20.59
2023-08-30 21:13:32.936337922,Belgium,Trinidad and Tobago,5,0,1.09,4.08,21.2,1.08,4.0,21.0
2023-09-01 11:08:38.899895251,Nigeria,Argentina,3,3,6.24,4.08,1.86,6.25,4.19,1.83
2023-09-02 06:36:50.029152559,Trinidad and Tobago,Switzerland,0,3,21.2,4.08,1.52,21.24,4.17,1.55
2023-09-04 10:05:40.257734279,Morocco,Ecuador,1,1,1.4,4.08,21.2,1.43,3.99,21.64
2023-09-04 15:58:40.385834255,Japan,Chile,2,2,1.17,4.08,21.2,1.19,4.16,21.19
2023-09-05 17:11:00.535181369,Cabo Verde,England,2,4,21.2,4.08,1.51,20.91,4.05,1.51
2023-11-23 20:46:08.376195305,Belgium,Nigeria,1,1,1.29,4.08,21.2,1.3,4.02,20.69
2023-11-24 08:13:03.383390939,Ecuador,Canada,4,4,1.95,4.08,5.39,1.97,3.96,5.26
2023-11-24 10:21:25.927986212,Germany,Bosnia and Herzegovina,1,1,1.11,4.08,21.2,1.09,3.98,21.18
2023-11-24 14:09:12.084016416,Bolivia,Nigeria,1,4,5.72,4.08,1.91,5.78,4.01,1.96
2023-11-24 22:23:36.004574496,Norway,Ecuador,1,2,1.73,4.08,8.34,1.7,4.19,8.13
2023-11-25 00:48:30.305471756,Peru,South Korea,0,2,3.54,4.08,2.41,3.59,4.08,2.47
2023-11-25 03:44:42.610684677,Turkey,Chile,3,1,1.31,4.08,21.2,1.29,4.05,21.77
2023-11-25 09:08:30.241365498,Algeria,New Zealand,1,3,2.28,4.08,3.86,2.24,3.98,3.97
2024-02-14 20:14:53.585398008,Japan,Ecuador,0,0,2.04,4.08,4.82,2.05,4.16,4.84
2024-02-14 22:36:03.657300965,Egypt,Qatar,1,2,1.25,4.08,21.2,1.25,4.07,21.19
2024-02-15 07:20:43.139998648,Egypt,DR Congo,2,1,1.61,4.08,12.69,1.63,3.96,12.67
2024-02-16 00:12:48.540326432,South Africa,Paraguay,0,0,3.29,4.08,2.54,3.21,4.1,2.52
2024-02-16 03:07:43.702437461,Norway,Algeria,3,1,1.22,4.08,21.2,1.2,4.11,20.74
2024-02-16 20:02:18.079781914,Ghana,Ivory Coast,3,1,1.85,4.08,6.29,1.89,4.06,6.12
2024-02-17 19:01:26.293214192,DR Congo,Curaçao,2,2,1.48,4.08,21.2,1.47,4.06,20.61
2024-02-18 11:44:21.332059853,Jordan,Croatia,0,2,8.32,4.08,1.73,8.28,4.08,1.73
2024-05-01 15:53:59.537038911,Haiti,Germany,0,2,21.2,4.08,1.47,21.56,4.14,1.46
2024-05-01 16:25:45.669948557,Panama,Qatar,0,0,1.78,4.08,7.31,1.81,3.98,7.45
2024-05-02 16:04:25.638380213,Canada,Cuba,2,0,1.23,4.08,21.2,1.26,4.15,21.76
2024-05-02 16:58:26.667795174,Cabo Verde,Paraguay,0,5,2.51,4.08,3.33,2.47,3.97,3.39
2024-05-03 04:07:45.445805862,Curaçao,Norway,1,3,21.2,4.08,1.51,21.59,4.03,1.51
2024-05-03 11:11:36.287468127,Colombia,Czechia,1,2,1.23,4.08,21.2,1.23,3.96,21.71
2024-05-03 14:02:51.217558506,Morocco,Algeria,3,0,1.15,4.08,21.2,1.17,4.15,21.1
2024-05-03 22:28:02.742698185,Haiti,Trinidad and Tobago,3,0,2.6,4.08,3.18,2.56,4.17,3.14
2024-07-30 16:13:06.691274474,Slovakia,Canada,0,0,3.17,4.08,2.61,3.16,4.01,2.6
2024-07-31 05:26:15.755384160,Honduras,Bosnia and Herzegovina,1,0,1.89,4.08,5.91,1.91,3.97,5.83
2024-07-31 15:45:54.876443722,Bolivia,Honduras,2,0,1.76,4.08,7.7,1.72,4.06,7.48
2024-08-02 07:21:57.691457146,Belgium,Peru,4,0,1.34,4.08,21.2,1.32,3.99,20.8
2024-08-05 10:45:25.429334823,Senegal,Brazil,2,2,5.76,4.08,1.91,5.75,4.19,1.92
2024-08-05 11:21:06.207555073,Colombia,Cuba,2,0,1.11,4.08,21.2,1.14,4.11,21.42
2024-08-08 05:04:16.171915446,Germany,South Africa,2,1,1.11,4.08,21.2,1.14,4.02,21.58
2024-08-10 09:43:15.230488121,Brazil,Venezuela,1,0,1.13,4.08,21.2,1.13,3.98,20.63
2024-10-15 10:41:43.020237888,Norway,Ivory Coast,2,0,1.26,4.08,21.2,1.24,4.05,20.93
2024-10-18 18:12:19.149112878,Iran,Egypt,2,1,1.67,4.08,10.05,1.67,4.13,10.12
2024-10-19 20:49:50.536718983,Colombia,Peru,4,0,1.23,4.08,21.2,1.22,4.19,21.14
2024-10-19 23:26:37.145031126,Uruguay,Haiti,1,2,1.1,4.08,21.2,1.09,4.03,21.06
2024-10-21 05:05:35.639415702,Qatar,Croatia,0,3,21.2,4.08,1.52,20.72,4.05,1.48
2024-10-22 17:33:26.448664340,Belgium,Colombia,3,0,2.33,4.08,3.71,2.35,4.05,3.72
2024-10-24 14:51:13.883161942,Switzerland,Bolivia,1,1,1.31,4.08,21.2,1.3,4.16,20.94
2024-10-25 04:02:02.432006442,South Korea,Switzerland,2,2,1.84,4.08,6.46,1.86,3.99,6.62
2025-01-03 04:19:31.229373276,Nigeria,Costa Rica,3,1,1.22,4.08,21.2,1.23,4.02,21.04
2025-01-03 08:20:04.511807740,Senegal,DR Congo,2,0,1.34,4.08,21.2,1.3,4.18,21.23
2025-01-03 17:53:25.688955612,Austria,Germany,0,0,3.0,4.08,2.74,3.04,4.11,2.78
2025-01-04 06:55:17.658384546,South Africa,Iraq,2,1,1.79,4.08,7.23,1.74,4.17,7.28
2025-01-05 06:06:32.881311975,Trinidad and Tobago,Sweden,2,4,19.29,4.08,1.55,18.8,4.0,1.53
2025-01-05 06:48:09.688719942,France,Ghana,1,1,1.14,4.08,21.2,1.12,4.19,20.57
2025-01-05 10:27:37.400908803,Croatia,Panama,2,0,1.14,4.08,21.2,1.11,4.16,20.95
2025-01-05 12:51:29.097647806,Sweden,Canada,1,3,1.66,4.08,10.64,1.66,3.99,10.64
2025-03-26 00:37:47.048736438,Portugal,Ecuador,4,1,1.43,4.08,21.2,1.43,4.0,21.32
2025-03-27 17:57:45.186105776,Czechia,Uruguay,2,4,6.68,4.08,1.82,6.84,4.01,1.82
2025-03-27 20:43:42.878142306,Curaçao,Argentina,0,1,21.2,4.08,1.45,21.17,4.17,1.44
2025-03-29 00:38:39.238946210,Croatia,Nigeria,0,0,1.59,4.08,14.76,1.59,4.06,15.05
2025-03-29 07:00:19.787179681,Bolivia,Turkey,2,0,4.18,4.08,2.18,4.27,3.99,2.12
2025-03-29 12:30:47.428156239,Trinidad and Tobago,England,0,4,21.2,4.08,1.46,21.66,3.99,1.44
2025-03-31 21:35:08.290887892,Croatia,Scotland,1,2,1.3,4.08,21.2,1.31,4.06,21.47
2025-04-02 02:20:20.482584680,Brazil,Uruguay,2,1,1.59,4.08,14.15,1.61,4.08,13.79
2025-06-16 21:27:04.589239563,DR Congo,Senegal,2,1,11.82,4.08,1.63,11.53,4.09,1.62
2025-06-17 20:53:52.581678466,Netherlands,Scotland,1,1,1.2,4.08,21.2,1.17,4.1,20.82
2025-06-20 00:04:34.998264614,Cuba,Honduras,1,0,4.5,4.08,2.1,4.52,4.05,2.06
2025-06-20 11:41:58.613819041,Bolivia,Honduras,0,2,1.99,4.08,5.13,1.97,4.02,5.25
2025-06-20 20:59:28.975594245,Peru,Ghana,1,1,1.93,4.08,5.6,1.88,4.11,5.63
2025-06-20 23:18:43.898316656,Mexico,Qatar,4,0,1.14,4.08,21.2,1.12,4.13,21.37
2025-06-21 22:18:27.831814729,Ecuador,Czechia,3,1,1.43,4.08,21.2,1.46,4.15,20.82
2025-06-21 22:23:06.297338100,Ecuador,Argentina,1,2,5.28,4.08,1.97,5.21,4.08,1.98
2025-09-06 19:41:20.286634272,Cuba,Scotland,0,0,5.33,4.08,1.96,5.48,3.98,2.0
2025-09-07 01:02:01.433613115,Nigeria,Cabo Verde,2,0,1.33,4.08,21.2,1.29,4.1,20.88
2025-09-07 11:14:01.157486066,DR Congo,Portugal,0,4,21.2,4.08,1.53,21.53,3.98,1.5
2025-09-08 06:18:35.212708064,Bolivia,Qatar,1,0,1.39,4.08,21.2,1.39,4.03,21.53
2025-09-09 17:21:35.504181986,Netherlands,Indonesia,3,1,1.13,4.08,21.2,1.13,4.19,20.85
2025-09-09 20:56:13.717473742,United States,Nigeria,3,4,1.37,4.08,21.2,1.4,4.17,20.85
2025-09-12 07:07:09.847027863,Cabo Verde,Qatar,1,1,1.44,4.08,21.2,1.46,4.18,21.72
2025-09-13 18:46:58.397540140,Bosnia and Herzegovina,Indonesia,0,3,3.15,4.08,2.63,3.06,3.98,2.64
2025-11-20 19:41:30.778121936,Switzerland,United States,1,1,2.01,4.08,4.96,1.95,4.14,4.97
2025-11-23 03:58:28.743190774,Tunisia,Chile,1,3,1.5,4.08,21.2,1.47,4.02,20.8
2025-11-25 11:48:31.489004569,Uruguay,Ecuador,0,2,1.82,4.08,6.71,1.79,4.01,6.7
2025-11-25 12:47:34.454688951,France,Cabo Verde,2,1,1.1,4.08,21.2,1.12,4.09,21.83
2025-11-27 03:31:12.322375758,Portugal,Scotland,4,1,1.21,4.08,21.2,1.18,4.04,20.9
2025-11-27 19:32:04.890316264,Cabo Verde,Tunisia,0,0,3.19,4.08,2.6,3.25,4.08,2.63
2025-11-29 08:24:16.778585969,Croatia,Argentina,2,2,4.74,4.08,2.05,4.62,4.15,1.99
2025-11-29 10:43:23.570620133,Uzbekistan,DR Congo,3,1,1.32,4.08,21.2,1.29,4.2,21.63
